typing_speed,tap_pressure,swipe_velocity,gesture_duration,orientation_variance,context_label
1.2768207444764066,1.0,296.2444169480651,149.51302767503293,0.02762448943201308,0.0
1.6510210833166168,1.0,397.4683681739426,150.05163055736514,0.027823945529538242,2.0
1.5787910330079575,1.0,363.5550751727262,139.4630909039126,0.020279097584555258,1.0
1.5251026902729956,0.0,336.09757659427993,134.66332303417315,0.022403070311576657,1.0
1.6965908869220194,0.0,365.13305915008675,165.98472923836883,0.020969776954587824,0.0
1.6140162046222035,1.0,321.00883219416437,141.8756933590558,0.01856791965549602,0.0
1.5470584774345362,1.0,285.4618562424104,133.3109183769417,0.020378335219102227,0.0
1.5819566690202325,1.0,366.41344313841466,73.44290102146701,0.03709388889656732,2.0
1.7495458245242959,1.0,342.884362393658,128.10358466675865,0.018438967775136192,1.0
1.608860639072475,1.0,337.6920301255241,151.17348578746422,0.018175790492993928,1.0
1.6681450535421567,1.0,354.1672410841852,170.1805670813595,0.02261557653815396,0.0
1.2278906854902742,1.0,343.8529178500777,180.5611809792298,0.03549703760251255,2.0
1.5958751871020798,0.0,403.9780288650823,167.57413283672807,0.023345639527812368,1.0
1.723767324513609,1.0,315.5195020905795,148.81672329881584,0.016158772949702548,0.0
1.654537454095435,1.0,318.5988946113194,186.77555940842126,0.010958949997679962,0.0
1.358380866530637,1.0,354.1674142359218,161.59830527480074,0.01928372024770263,0.0
1.3518201134790342,1.0,351.6911381873959,119.74183912213287,0.01853127013366506,0.0
1.5477147412963714,0.0,331.6774797877056,143.90713466738418,0.02666783638651199,1.0
1.5357256959209442,1.0,304.77684330304123,169.18360334669725,0.016821689438000016,0.0
1.4456298540360861,1.0,335.5647300095547,184.18461294447877,0.017902854017319895,0.0
1.7638960527599834,1.0,372.7005665634048,154.1576650353852,0.017044745579620834,1.0
1.4162602686291528,0.0,328.55707730872024,166.53989026540197,0.014659501984111058,0.0
1.7479369576845634,1.0,392.33332755595336,175.99822563376773,0.017768689966776434,0.0
1.746614516677869,1.0,289.5663907436247,162.0344641694354,0.02399204708121771,0.0
1.4530745290422717,1.0,360.9275801510072,143.97217459474822,0.01421118795536198,0.0
1.4558597812624579,1.0,338.9660302121287,176.81490348767664,0.023933542693962997,1.0
1.1422329451960445,1.0,313.0422378236879,155.60795811548851,0.0139674801728926,0.0
1.59742830351129,1.0,295.9600966690366,127.87087271258032,0.021179715770389317,1.0
1.4374878741117476,1.0,352.072796329301,173.88439191192916,0.017690247883588982,1.0
1.6371389317191185,1.0,364.81205487802026,128.93929444320358,0.012385765481745348,0.0
1.5916216900110935,1.0,406.350952723028,144.08354005648476,0.0212084748381589,1.0
1.5513857747297184,1.0,301.3308544591727,179.06352508658708,0.02115630080559964,0.0
1.4056168990728957,1.0,308.7987969488098,149.37256966066042,0.014417981918765577,0.0
