session_id,timestep,typing_speed,tap_pressure,swipe_velocity,gesture_duration,orientation_variance
1,1,1.5993428306022466,1,326.02702945247705,160.1654128932483,0.02054066721143733
1,2,1.472347139765763,1,298.59660937679445,138.09359565366637,0.02466261358239699
1,3,1.6295377076201385,1,375.100094453328,181.22560620189475,0.016879363262579095
1,4,1.8046059712816052,1,264.6568718903475,127.87317077526563,0.018353982704125187
1,5,1.4531693250553328,1,336.60802837158445,111.0542395484093,0.01388229216979071
1,6,1.453172608610164,1,222.3184492175701,174.3696357343794,0.024676062607527017
1,7,1.8158425631014783,1,283.17987883208684,137.8151320954931,0.021677527206175648
1,8,1.6534869458305819,1,306.1433030776288,140.50436957988947,0.025488966759523092
1,9,1.4061051228130095,1,404.8362103814642,131.19178093346787,0.021024317015733547
1,10,1.608512008717193,1,384.40540122021343,135.8154781333775,0.025515211075956584
2,1,1.4073164614375075,1,322.3032658078879,192.09100282580596,0.01626355437860109
2,2,1.4068540492859487,1,386.46848975648754,199.87496297351,0.024936198284852416
2,3,1.5483924543132068,1,394.38114816901987,203.8493590843383,0.0180109253627318
2,4,1.1173439510684404,1,341.96675758126395,182.70361863532537,0.02001265968175122
2,5,1.1550164334973934,1,280.7810927893155,163.98813779319713,0.023641777566635068
2,6,1.3875424941518055,1,339.6043844966943,107.0314322420066,0.0316392062147393
2,7,1.2974337759331152,1,345.10537974139316,144.37425891298952,0.02410026436855524
2,8,1.5628494665190549,1,288.3772804584887,214.70263465871062,0.02457173067476286
2,9,1.3183951848957578,1,368.3523396464984,136.9313526374204,0.01727311022732527
2,10,1.2175392597329417,1,363.99059271511777,195.42433424316823,0.02078498995479794
3,1,1.793129753784311,1,372.2521349947093,151.65107457091634,0.01952066366332567
3,2,1.454844739902693,1,363.94615485837215,69.65572842440562,0.027038330672768125
3,3,1.5135056409375847,1,386.49215175574915,169.2145669100689,0.019270329023977066
3,4,1.2150503627573086,1,341.03359860634845,187.98764088534935,0.0266427092617468
3,5,1.3911234550949634,1,360.08925536854764,148.53012094078366,0.01349176646640305
3,6,1.5221845179419733,1,330.1129857877234,186.99153013456242,0.026993886625249208
3,7,1.2698012845155393,1,320.77503921890246,99.9651745674874,0.015692995767409054
3,8,1.5751396036691343,1,416.9124815381038,108.43307208301891,0.024269420787104014
3,9,1.379872262016239,1,247.81156492367518,156.14592924257062,0.015678347687653967
3,10,1.4416612500413446,1,393.8379994577132,164.31344183452595,0.02309173628665335
4,1,1.3796586775541206,1,318.97295622771696,190.69736605776836,0.015187064197413523
4,2,1.8704556369017875,1,312.49809111784396,169.16773400245683,0.025182404707116367
4,3,1.4973005550524132,1,363.07887420327035,114.19112731904872,0.02422622732968564
4,4,1.2884578142088199,1,275.51951938244986,156.39136866223157,0.01699656287867251
4,5,1.6645089824206378,1,309.19884640268987,168.02182335864447,0.022890422544947556
4,6,1.2558312700057956,1,307.5430176743504,93.77298003908612,0.024737163241612292
4,7,1.5417727190009511,1,338.93008709074525,148.69099590785953,0.01538340473188168
4,8,1.108065975224045,1,309.7931155919656,139.93252368185324,0.014829985778707665
4,9,1.2343627902203138,1,430.05593428196346,130.35920778762764,0.014643476345155606
4,10,1.5393722471738247,1,439.8508258248977,164.96331155258017,0.013934986498122016
5,1,1.647693315999082,1,248.90032386259685,115.50955420326228,0.014619535769932062
5,2,1.5342736562379942,1,377.2161352382868,162.50638536010948,0.024623941045766602
5,3,1.4768703435223518,1,392.93317195387874,166.78473387626684,0.022789249106319975
5,4,1.4397792608821423,1,377.14926011955527,182.5128993078292,0.01151998906404194
5,5,1.2042956019265145,1,317.09432534541526,116.29742211622187,0.01744916507296874
5,6,1.3560311583210582,1,337.7952218920729,104.84297344936358,0.014210817056383582
5,7,1.4078722458080426,1,312.5862672611152,158.36710822017037,0.02430765098254424
5,8,1.7114244452437832,1,328.98679844205856,141.41186298396894,0.01775177131906959
5,9,1.5687236579136923,1,289.5017485666412,237.0795078748116,0.012277862885897252
5,10,1.1473919689274532,1,344.26055891827247,163.75495428728797,0.0208508253388529
6,1,1.564816793878959,1,274.85991443474654,151.74485135112545,0.023032460540656826
6,2,1.4229835439167366,1,339.9932722885931,144.81516132970754,0.015231507833807823
6,3,1.3646155999388083,1,287.57091554501176,113.45814463681654,0.018675420416592904
6,4,1.6223352577681736,1,360.3408180895702,166.9164465886379,0.015488022576798778
6,5,1.7061999044991902,1,316.0290219528555,147.62564921187607,0.02622023696059391
6,6,1.6862560238232398,1,364.52901739372686,147.65058949711695,0.017843209315640342
6,7,1.3321564953554723,1,404.07903641823907,152.83329976495966,0.016390809013687994
6,8,1.4381575248297571,1,429.4723468052354,156.63637589751735,0.019743372530754286
6,9,1.5662526862807127,1,223.59977054897547,97.82233062247434,0.01896225335016546
6,10,1.6951090254244718,1,308.29029530631084,175.11069019112796,0.023442466969330018
7,1,1.404165152430942,1,334.8456961443993,124.60666875552232,0.02608023612964444
7,2,1.4628682046672365,1,373.0163909190742,145.85903407594117,0.0261181162551125
7,3,1.2787330051987944,1,267.48227479227353,188.57714761995868,0.018090463197037627
7,4,1.2607586751838658,1,300.8953796599892,203.38345776810343,0.021525568165738276
7,5,1.6625051644788396,1,356.5178601328555,98.98516684120825,0.027442499551452247
